campaign_id,campaign_type,post_install_window,first_seen,last_seen,active_days,total_predictions
6a2031187a4e2cac6f0dbdf4,,d7,2026-07-01,2026-08-03,34,269815
6a2032623f81463dfe9c203c,,d7,2026-07-01,2026-08-03,34,184659
6a2031df8c0b6ff2d1083c87,,d7,2026-07-01,2026-08-03,34,69042
6a2031187a4e2cac6f0dbdf4,dep,d7,2026-07-01,2026-08-03,34,52885
6a2032623f81463dfe9c203c,dep,d7,2026-07-01,2026-08-03,34,37515
6a2031df8c0b6ff2d1083c87,dep,d7,2026-07-01,2026-08-03,34,14137
