submit_date,model_type,post_install_window,target_game_id,start_count,avg_cost,avg_max_cost,avg_actual_max_cst
2026-07-01,dep,d7,500037987,823,2.592332608869988E7,0.0,1.0010235582989058E8
2026-07-01,,d7,500037987,5389,2.4340949048617568E7,0.0,1.0010075436036359E8
2026-07-02,dep,d7,500037987,996,1.6954491064257037E7,0.0,1.0013286708433731E8
2026-07-02,,d7,500037987,6269,1.797170589535813E7,0.0,1.0013373061859934E8
2026-07-03,dep,d7,500037987,1024,1.73475981171875E7,0.0,1.0013154174999997E8
2026-07-03,,d7,500037987,6771,1.8572475217988513E7,0.0,1.0013052914842717E8
2026-07-04,dep,d7,500037987,1091,2.267888424747936E7,0.0,1.0012996164986248E8
2026-07-04,,d7,500037987,6849,2.240964621506786E7,0.0,1.0013052422952275E8
2026-07-05,dep,d7,500037987,2636,2.2732589292109262E7,0.0,1.0012598259180574E8
2026-07-05,,d7,500037987,16617,2.2014513137931056E7,0.0,1.0012527199855585E8
2026-07-06,,d7,500037987,12726,2.368790697375455E7,0.0,1.0012474236680798E8
2026-07-06,dep,d7,500037987,2143,2.4043630131124623E7,0.0,1.001253212580495E8
2026-07-07,,d7,500037987,13173,2.1856317138616882E7,0.0,1.0012419229879285E8
2026-07-07,dep,d7,500037987,2216,2.19573189390794E7,0.0,1.0012276112635382E8
2026-07-08,dep,d7,500037987,2372,2.054895311087692E7,0.0,1.0012857653962909E8
2026-07-08,,d7,500037987,14444,2.1325621772639178E7,0.0,1.0012891250069244E8
2026-07-09,,d7,500037987,19748,2.4882358290763598E7,0.0,1.0013900096090724E8
2026-07-09,dep,d7,500037987,3405,2.523206666343612E7,0.0,1.00139008E8
2026-07-10,,d7,500037987,20214,2.5866680678391207E7,0.0,1.00139008E8
2026-07-10,dep,d7,500037987,3464,2.6140377872979198E7,0.0,1.00139008E8
2026-07-11,dep,d7,500037987,2710,2.8606245112546116E7,0.0,1.00139008E8
2026-07-11,,d7,500037987,15335,2.869348634052815E7,0.0,1.00139008E8
2026-07-12,dep,d7,500037987,2824,2.624107785092066E7,0.0,1.00139008E8
2026-07-12,,d7,500037987,16396,2.6570731166138038E7,0.0,1.00139008E8
2026-07-13,dep,d7,500037987,2663,2.9530073271873843E7,0.0,1.00139008E8
2026-07-13,,d7,500037987,15449,2.86041238274969E7,0.0,1.00139008E8
2026-07-14,dep,d7,500037987,2390,2.84318097912134E7,0.0,1.00139008E8
2026-07-14,,d7,500037987,14408,2.9327945487506937E7,0.0,1.00139008E8
2026-07-15,dep,d7,500037987,2236,2.5965996382379252E7,0.0,1.00139008E8
2026-07-15,,d7,500037987,11788,2.602422762207335E7,0.0,1.00139008E8
2026-07-16,dep,d7,500037987,2079,2.684736307888405E7,0.0,1.00139008E8
2026-07-16,,d7,500037987,10829,2.637033850438637E7,0.0,1.00139008E8
2026-07-17,,d7,500037987,13456,2.4808412250297237E7,0.0,1.00139008E8
2026-07-17,dep,d7,500037987,2573,2.4108086842596173E7,0.0,1.00139008E8
2026-07-18,dep,d7,500037987,2807,2.832365579444249E7,0.0,1.00139008E8
2026-07-18,,d7,500037987,13565,2.8405783209509738E7,0.0,1.00139008E8
2026-07-19,,d7,500037987,15067,2.758968504446805E7,0.0,1.00139008E8
2026-07-19,dep,d7,500037987,2974,2.8204564234364502E7,0.0,1.00139008E8
2026-07-20,,d7,500037987,12778,3.1184597407340717E7,0.0,1.00139008E8
2026-07-20,dep,d7,500037987,2764,3.0899362972865436E7,0.0,1.00139008E8
2026-07-21,dep,d7,500037987,3410,3.0291676722873915E7,0.0,1.00139008E8
2026-07-21,,d7,500037987,15453,3.093625709253875E7,0.0,1.00139008E8
2026-07-22,,d7,500037987,14698,2.918667373642669E7,0.0,1.00139008E8
2026-07-22,dep,d7,500037987,3288,2.8922938774939198E7,0.0,1.00139008E8
2026-07-23,dep,d7,500037987,4251,2.7420273695130587E7,0.0,1.00139008E8
2026-07-23,,d7,500037987,20203,2.7504918032915894E7,0.0,1.00139008E8
2026-07-24,,d7,500037987,16488,1.9237038195657462E7,0.0,1.00139008E8
2026-07-24,dep,d7,500037987,3684,1.9730390974212784E7,0.0,1.00139008E8
2026-07-25,,d7,500037987,18694,1.9313592376912422E7,0.0,1.00139008E8
2026-07-25,dep,d7,500037987,4164,1.9548836476464976E7,0.0,1.00139008E8
2026-07-26,,d7,500037987,22740,2.049371737537379E7,0.0,1.00139008E8
2026-07-26,dep,d7,500037987,5034,2.1209060072705623E7,0.0,1.00139008E8
2026-07-27,dep,d7,500037987,5395,2.471236161964784E7,0.0,1.00139008E8
2026-07-27,,d7,500037987,24300,2.412664626378603E7,0.0,1.00139008E8
2026-07-28,dep,d7,500037987,5077,2.362794678235176E7,0.0,1.00139008E8
2026-07-28,,d7,500037987,23985,2.3338116640400242E7,0.0,1.00139008E8
2026-07-29,dep,d7,500037987,4709,2.3053358533871274E7,0.0,1.00139008E8
2026-07-29,,d7,500037987,21407,2.1782810475405283E7,0.0,1.00139008E8
2026-07-30,dep,d7,500037987,3738,2.246353886516853E7,0.0,1.00139008E8
2026-07-30,,d7,500037987,17036,2.2014957147687256E7,0.0,1.00139008E8
2026-07-31,dep,d7,500037987,5134,2.338731236443322E7,0.0,1.00139008E8
2026-07-31,,d7,500037987,21942,2.307744795980309E7,0.0,1.00139008E8
2026-08-01,,d7,500037987,17637,2.533889720201854E7,0.0,1.00139008E8
2026-08-01,dep,d7,500037987,4102,2.523161437762064E7,0.0,1.00139008E8
2026-08-02,,d7,500037987,15170,2.247633322392883E7,0.0,1.00139008E8
2026-08-02,dep,d7,500037987,3526,2.2498741877481535E7,0.0,1.00139008E8
2026-08-03,,d7,500037987,12535,2.391774352365375E7,0.0,1.00139008E8
2026-08-03,dep,d7,500037987,2848,2.3909110769662943E7,0.0,1.00139008E8
