campaign_id,campaign_type,post_install_window,first_seen,last_seen,active_days,total_predictions
69e64da3e2a710bbeb7ff371,,d7,2026-07-01,2026-07-22,22,48779
69e64f01973f5263833fa16b,,d7,2026-07-01,2026-07-21,21,21531
69e64e5f86b28a6c2baa3322,,d7,2026-07-01,2026-07-21,21,18344
69e64da3e2a710bbeb7ff371,dep,d7,2026-07-01,2026-07-21,21,10856
69e64f01973f5263833fa16b,dep,d7,2026-07-01,2026-07-21,21,4635
69e64e5f86b28a6c2baa3322,dep,d7,2026-07-01,2026-07-21,21,4157
