submit_date,model_type,post_install_window,target_game_id,start_count,avg_cost,avg_max_cost,avg_actual_max_cst
2026-07-06,dep,d7,92272,9259,3.449595118846528E7,0.0,1.0012075184620368E8
2026-07-06,,d7,92272,47863,3.3212307136827983E7,0.0,1.0011995295773338E8
2026-07-07,,d7,92272,53833,3.410162644537748E7,0.0,1.001213689375661E8
2026-07-07,dep,d7,92272,10767,3.506279993535808E7,0.0,1.0012190150794101E8
2026-07-08,,d7,92272,53669,3.368528359427249E7,0.0,1.0013077925685214E8
2026-07-08,dep,d7,92272,11173,3.385817872791552E7,0.0,1.0013109525606373E8
2026-07-09,dep,d7,92272,12889,2.8308519292264692E7,0.0,1.001389972149896E8
2026-07-09,,d7,92272,62739,2.784420164594595E7,0.0,1.0013899913737854E8
2026-07-10,dep,d7,92272,10471,3.0645670537197996E7,0.0,1.00139008E8
2026-07-10,,d7,92272,50434,2.990274880735217E7,0.0,1.00139008E8
2026-07-11,dep,d7,92272,10160,2.704811066909457E7,0.0,1.00139008E8
2026-07-11,,d7,92272,48917,2.642365482842361E7,0.0,1.00139008E8
2026-07-12,,d7,92272,45797,2.794038272915247E7,0.0,1.00139008E8
2026-07-12,dep,d7,92272,9574,2.8346651079068366E7,0.0,1.00139008E8
2026-07-13,dep,d7,92272,10018,3.3493509115292434E7,0.0,1.00139008E8
2026-07-13,,d7,92272,50814,3.287051689353327E7,0.0,1.00139008E8
2026-07-14,dep,d7,92272,10213,3.2670925586507406E7,0.0,1.00139008E8
2026-07-14,,d7,92272,52447,3.2354164582111478E7,0.0,1.00139008E8
2026-07-15,dep,d7,92272,9500,3.0433137812000018E7,0.0,1.00139008E8
2026-07-15,,d7,92272,42151,3.0363229754620273E7,0.0,1.00139008E8
2026-07-16,,d7,92272,53594,2.8367568064428825E7,0.0,1.00139008E8
2026-07-16,dep,d7,92272,12419,2.8458594558901634E7,0.0,1.00139008E8
2026-07-17,dep,d7,92272,8427,3.46497310792691E7,0.0,1.00139008E8
2026-07-17,,d7,92272,35351,3.421949997462586E7,0.0,1.00139008E8
2026-07-18,dep,d7,92272,6456,3.784921797986363E7,0.0,1.00139008E8
2026-07-18,,d7,92272,26279,3.834192717934475E7,0.0,1.00139008E8
2026-07-19,,d7,92272,27369,4.490942336639997E7,0.0,1.00139008E8
2026-07-19,dep,d7,92272,6604,4.499680961553603E7,0.0,1.00139008E8
2026-07-20,dep,d7,92272,5464,4.353279107302342E7,0.0,1.00139008E8
2026-07-20,,d7,92272,22013,4.370378280665966E7,0.0,1.00139008E8
2026-07-21,dep,d7,92272,6860,4.263315940116616E7,0.0,1.00139008E8
2026-07-21,,d7,92272,26186,4.3017253141373165E7,0.0,1.00139008E8
2026-07-22,dep,d7,92272,7109,4.0686060408214845E7,0.0,1.00139008E8
2026-07-22,,d7,92272,27182,4.075295430671037E7,0.0,1.00139008E8
2026-07-23,dep,d7,92272,7988,3.990905398034538E7,0.0,1.00139008E8
2026-07-23,,d7,92272,30551,4.081853747428892E7,0.0,1.00139008E8
2026-07-24,dep,d7,92272,7130,4.114935571107983E7,0.0,1.00139008E8
2026-07-24,,d7,92272,26214,4.026899246253903E7,0.0,1.00139008E8
2026-07-25,,d7,92272,29995,3.810067373515582E7,0.0,1.00139008E8
2026-07-25,dep,d7,92272,8009,3.7640915675864704E7,0.0,1.00139008E8
2026-07-26,dep,d7,92272,9921,4.572240117064818E7,0.0,1.00139008E8
2026-07-26,,d7,92272,34997,4.540276558433598E7,0.0,1.00139008E8
2026-07-27,dep,d7,92272,8052,4.620808474143076E7,0.0,1.00139008E8
2026-07-27,,d7,92272,28479,4.665672414817928E7,0.0,1.00139008E8
2026-07-28,,d7,92272,23112,4.3999833982649796E7,0.0,1.00139008E8
2026-07-28,dep,d7,92272,6544,4.336109034275684E7,0.0,1.00139008E8
2026-07-29,,d7,92272,27912,3.9345145985561766E7,0.0,1.00139008E8
2026-07-29,dep,d7,92272,8113,3.989828537778876E7,0.0,1.00139008E8
2026-07-30,,d7,92272,34099,3.628404210440183E7,0.0,1.00139008E8
2026-07-30,dep,d7,92272,10070,3.606412685849047E7,0.0,1.00139008E8
2026-07-31,dep,d7,92272,11697,3.8060799938360296E7,0.0,1.00139008E8
2026-07-31,,d7,92272,40548,3.7905129622496784E7,0.0,1.00139008E8
2026-08-01,,d7,92272,38401,3.5624077521184236E7,0.0,1.00139008E8
2026-08-01,dep,d7,92272,11542,3.592825112112284E7,0.0,1.00139008E8
2026-08-02,,d7,92272,51983,3.611386076228762E7,0.0,1.00139008E8
2026-08-02,dep,d7,92272,15597,3.596842894710508E7,0.0,1.00139008E8
2026-08-03,,d7,92272,28523,3.568042834410824E7,0.0,1.00139008E8
2026-08-03,dep,d7,92272,8839,3.581072605453101E7,0.0,1.00139008E8
