campaign_id,campaign_type,post_install_window,first_seen,last_seen,active_days,total_predictions
6a47a3e2aa7ea60aeebec3d3,,d7,2026-07-06,2026-08-03,29,1121293
6a47a3e2aa7ea60aeebec3d3,dep,d7,2026-07-06,2026-08-03,29,270816
