campaign_id,campaign_type,post_install_window,first_seen,last_seen,active_days,total_predictions
69e64fff973f52638343c944,,d7,2026-07-01,2026-08-03,34,282704
69e6507c08bb879c79be60a0,,d7,2026-07-01,2026-08-03,34,171129
69e6505b18d55627999431e1,,d7,2026-07-01,2026-08-03,34,94406
69e64fff973f52638343c944,dep,d7,2026-07-01,2026-08-03,34,60752
69e6507c08bb879c79be60a0,dep,d7,2026-07-01,2026-08-03,34,34916
69e6505b18d55627999431e1,dep,d7,2026-07-01,2026-08-03,34,19398
