submit_date,model_type,post_install_window,target_game_id,start_count,avg_cost,avg_max_cost,avg_actual_max_cst
2026-07-21,,d7,125424,843158,1.864402505217884E7,1.356018682144983E7,1.0597755301595207E8
2026-07-22,,d7,125424,824937,1.8780658977264963E7,1.1217802086704776E7,1.042705087024102E8
2026-07-22,dep,d7,125424,209862,1.9474675694918565E7,1.178848481383003E7,1.0454837270816071E8
2026-07-22,,d28,125424,120622,3.909275691665702E7,0.0,1.0000864319941643E8
2026-07-22,dep,d28,125424,4655,3.420043526960256E7,0.0,1.0006814527518803E8
2026-07-23,,d28,125424,112374,5.013254431898834E7,0.0,1.0000943345442869E8
2026-07-23,dep,d7,125424,206605,2.0376756649016283E7,9227656.639481135,1.0320802076790008E8
2026-07-23,,d7,125424,802917,1.9657239178648647E7,8964849.417810306,1.0314121454582207E8
2026-07-23,dep,d28,125424,4534,4.106962592677549E7,0.0,1.000729991283636E8
2026-07-24,,d28,125424,136226,4.594827408617302E7,0.0,1.000149042829416E8
2026-07-24,dep,d28,125424,7039,3.661372478789604E7,0.0,1.0009042728114773E8
2026-07-24,dep,d7,125424,205412,2.054210023861317E7,1.1180700251202462E7,1.037748423045198E8
2026-07-24,,d7,125424,778174,1.990347962101406E7,1.0819656015235672E7,1.0361199903832291E8
2026-07-25,dep,d7,125424,237662,1.8674439903451085E7,1.1299576709781116E7,1.0337221090550442E8
2026-07-25,dep,d28,125424,5743,3.536081300052233E7,0.0,1.0008575750374353E8
2026-07-25,,d7,125424,899176,1.8084851803839326E7,1.110015169444023E7,1.0331071837945853E8
2026-07-25,,d28,125424,119983,4.424392026983812E7,0.0,1.000129967724094E8
2026-07-26,dep,d28,125424,4062,4.1031731108320996E7,0.0,1.0006755337075317E8
2026-07-26,,d7,125424,1166985,2.0678132644942343E7,1.12273508228469E7,1.042932664621806E8
2026-07-26,,d28,125424,108690,4.8333508243895516E7,0.0,1.0000787059740569E8
2026-07-26,dep,d7,125424,315752,2.113609709605955E7,1.1485311256935839E7,1.04381472923459E8
2026-07-27,dep,d7,125424,247486,2.171502392688879E7,1.0525544879306296E7,1.0414268916551247E8
2026-07-27,dep,d28,125424,3404,4.9906653073149264E7,0.0,1.0005819224441835E8
2026-07-27,,d28,125424,99727,5.797772757456853E7,0.0,1.0000599231293423E8
2026-07-27,,d7,125424,896306,2.1244758993382856E7,1.044767077315115E7,1.0409485768326439E8
2026-07-28,dep,d7,125424,165615,1.9438387645678226E7,7539594.843462252,1.0255987891338338E8
2026-07-28,,d7,125424,599463,1.8745850253795493E7,7370671.751217336,1.024399005498187E8
2026-07-28,dep,d28,125424,4090,4.816972745794628E7,0.0,1.0005111687823959E8
2026-07-28,,d28,125424,131789,5.3974435474682964E7,0.0,1.0000471379820791E8
2026-07-29,dep,d7,125424,188751,2.0038352411001775E7,9156772.679350033,1.0264626944204827E8
2026-07-29,,d7,125424,659522,1.9640824161178865E7,9360938.679831713,1.0268114045903541E8
2026-07-29,dep,d28,125424,2682,4.981883200671137E7,0.0,1.0004208594183435E8
2026-07-29,,d28,125424,94968,5.4380506781515844E7,0.0,1.0000315874045987E8
2026-07-30,,d7,125424,631116,1.802663436437201E7,8618954.360212699,1.0290753515517274E8
2026-07-30,dep,d7,125424,181811,1.8477583117979668E7,8518873.995522818,1.028881212015556E8
2026-07-30,dep,d28,125424,3129,4.4014750110578395E7,0.0,1.0006379529817833E8
2026-07-30,,d28,125424,86554,5.0797919289726615E7,0.0,1.0000647067994547E8
2026-07-31,dep,d7,125424,125410,1.830801473081883E7,9380791.005502,1.0360894767664464E8
2026-07-31,dep,d28,125424,2375,4.958725598694739E7,0.0,1.0004465814905275E8
2026-07-31,,d28,125424,80564,5.2619724393053934E7,0.0,1.0000403061774488E8
2026-07-31,,d7,125424,435935,1.8003122479433864E7,9716024.177916437,1.0377648172700974E8
2026-08-01,dep,d7,125424,92842,1.83250559182697E7,1.2267723659550663E7,1.0550034155645081E8
2026-08-01,dep,d28,125424,2677,4.236727696675375E7,0.0,1.0005249797833411E8
2026-08-01,,d7,125424,321816,1.8109414496818088E7,1.2569651602157738E7,1.0573801039103097E8
2026-08-01,,d28,125424,84683,5.025996654490261E7,0.0,1.0000484902084264E8
2026-08-02,,d28,125424,114931,5.3323636717569694E7,0.0,1.0000547052739482E8
2026-08-02,,d7,125424,427528,1.973826048394722E7,1.3029813251997521E7,1.0569889821163557E8
2026-08-02,dep,d28,125424,3799,4.776778623927354E7,0.0,1.0005697169149764E8
2026-08-02,dep,d7,125424,124894,2.0214318039449416E7,1.2806459877976546E7,1.0564301191909964E8
2026-08-03,dep,d7,125424,89757,1.8456336451975953E7,1.0475394676738318E7,1.0471136134122154E8
2026-08-03,,d7,125424,293117,1.8302491841162406E7,1.0970721588990068E7,1.049908872611005E8
2026-08-03,,d28,125424,86173,5.4943848858053066E7,0.0,1.0000660414227207E8
2026-08-03,dep,d28,125424,3064,4.686735661259784E7,0.0,1.0006655507049625E8
