campaign_id,campaign_type,post_install_window,first_seen,last_seen,active_days,total_predictions
6a203076f724e52fe4bb5374,,d7,2026-07-01,2026-08-03,34,108934
6a202d8bfc6223d62499c5fe,,d7,2026-07-01,2026-08-03,34,50417
6a202f367a4e2cac6f083017,,d7,2026-07-01,2026-07-30,30,37664
6a203076f724e52fe4bb5374,dep,d7,2026-07-01,2026-08-03,34,27056
6a202d8bfc6223d62499c5fe,dep,d7,2026-07-01,2026-08-03,34,12414
6a202f367a4e2cac6f083017,dep,d7,2026-07-01,2026-07-30,30,8348
